name,ministry,salary,bank_account,bank_name,biometric_id,attendance_rate,employment_date,id
Tunde Adeleke,Federal Roads Maintenance Agency,103875,8380029683,Access,BIO_35238,95.06,2021-04-02,EMP_009681
Chiamaka Onyeka,Ministry of Health,227131,5965641777,GTBank,BIO_69029,89.48,2023-03-18,EMP_009682
Tayo Adeleke,Ministry of Finance,495386,2501026023,Zenith,BIO_20459,97.46,2020-11-24,EMP_009683
Tunde Adeyemi,Federal Roads Maintenance Agency,497135,9693056725,First Bank,BIO_71196,95.09,2022-11-24,EMP_009684
Chiamaka Obiora,Ministry of Works,366418,6719394447,UBA,BIO_16609,90.32,2017-06-26,EMP_009685
Ade Ogunlesi,Ministry of Education,347775,1011218524,UBA,BIO_56967,91.13,2018-12-19,EMP_009686
Tunde Ogunlesi,Ministry of Agriculture,264619,3861604224,Zenith,BIO_64316,90.8,2021-01-05,EMP_009687
Fatima Ahmad,Ministry of Agriculture,119289,5164529908,GTBank,BIO_38019,94.4,2017-11-02,EMP_009688
Tayo Adeleke,Ministry of Agriculture,117890,7663371321,First Bank,BIO_40149,90.94,2018-08-12,EMP_009689
Uchenna Okafor,Ministry of Finance,88651,8717256058,Zenith,BIO_94144,95.47,2017-07-11,EMP_009690
Chinedu Okonkwo,Ministry of Water Resources,382252,3337376896,Access,BIO_88054,94.85,2017-11-06,EMP_009691
Tunde Adebayo,Ministry of Works,458496,5275767768,GTBank,BIO_16894,94.61,2022-07-10,EMP_009692
Aisha Ibrahim,Ministry of Education,245791,7150798949,First Bank,BIO_17147,92.57,2023-08-16,EMP_009693
Zainab Mohammed,Ministry of Water Resources,268068,8024765960,GTBank,BIO_66516,98.42,2024-12-14,EMP_009694
Nnamdi Obiora,Nigeria Customs Service,170773,4388823139,Zenith,BIO_34958,95.29,2024-11-02,EMP_009695
Aisha Ahmad,Ministry of Power,194623,2024600783,Access,BIO_98409,89.74,2019-03-02,EMP_009696
Fatima Ahmad,Ministry of Power,228559,6572208406,Zenith,BIO_21545,96.11,2023-01-12,EMP_009697
Kemi Adebayo,Ministry of Finance,323884,1559659831,Access,BIO_40339,90.75,2016-11-01,EMP_009698
Chinedu Nwosu,Ministry of Education,236251,9852809665,UBA,BIO_22370,86.7,2021-10-22,EMP_009699
Usman Ibrahim,Ministry of Agriculture,210893,6132512166,GTBank,,99.9,2024-06-13,EMP_009700
Uchenna Onyeka,Ministry of Health,453629,3353007334,Access,BIO_32364,88.19,2017-01-16,EMP_009701
Yemi Adeyemi,Ministry of Education,445219,1111273317,Access,BIO_50098,94.21,2023-07-09,EMP_009702
Dele Ogunlesi,Federal Roads Maintenance Agency,383936,6857952135,Access,BIO_53099,94.7,2017-01-12,EMP_009703
Chukwu Okonkwo,Ministry of Agriculture,118182,2617949898,GTBank,BIO_92755,87.84,2021-01-01,EMP_009704
Ibrahim Mohammed,Ministry of Health,136947,7195313108,Zenith,BIO_83348,96.28,2022-03-07,EMP_009705
Ade Oyedepo,Ministry of Finance,475450,9336641544,Access,BIO_29768,85.44,2023-07-08,EMP_009706
Dele Adeleke,Federal Roads Maintenance Agency,219775,6278085069,GTBank,BIO_94296,89.51,2024-08-29,EMP_009707
Uchenna Okafor,Ministry of Finance,237132,4990448889,Access,BIO_79635,91.33,2023-08-21,EMP_009708
Bola Ogunlesi,Ministry of Agriculture,326818,1862798209,Access,BIO_65344,85.67,2023-07-28,EMP_009709
Ibrahim Umar,Federal Roads Maintenance Agency,492055,6757280155,First Bank,BIO_52552,89.01,2020-08-27,EMP_009710
Nnamdi Obiora,Ministry of Education,135899,7041833417,Zenith,BIO_65981,90.74,2019-11-22,EMP_009711
Tunde Adebayo,Nigeria Customs Service,430176,9150013767,Zenith,BIO_27018,86.22,2023-05-08,EMP_009712
Usman Ahmad,Ministry of Education,409578,2286979080,UBA,BIO_43517,93.69,2024-12-23,EMP_009713
Abubakar Umar,Ministry of Works,301619,2864313297,Access,BIO_46120,91.54,2017-10-07,EMP_009714
Aisha Mohammed,Ministry of Water Resources,360309,2376235414,GTBank,BIO_39804,96.04,2023-01-21,EMP_009715
Nnamdi Obiora,Civil Service Commission,462153,6185344145,Zenith,BIO_95180,85.41,2023-08-07,EMP_009716
Tayo Ogunlesi,Ministry of Finance,254267,6396768580,GTBank,BIO_15060,85.64,2017-07-22,EMP_009717
Yemi Adeleke,Ministry of Power,1051768,5667386146,First Bank,BIO_46611,87.38,2025-11-03,EMP_009718
Okechukwu Obiora,Ministry of Works,225234,1070231258,First Bank,BIO_39393,87.26,2020-11-25,EMP_009719
Hassan Ibrahim,Ministry of Education,382576,1765438760,Zenith,BIO_81143,87.95,2021-10-14,EMP_009720
Uchenna Okafor,Ministry of Education,361125,1528880508,UBA,BIO_61198,85.79,2022-09-07,EMP_009721
Amina Ahmad,Ministry of Health,306727,4773966059,Zenith,BIO_47836,95.57,2022-10-14,EMP_009722
Fatima Yusuf,Civil Service Commission,120036,7195188115,Zenith,BIO_59194,97.3,2021-05-09,EMP_009723
Usman Ahmad,Federal Roads Maintenance Agency,172918,6997262796,GTBank,BIO_32637,95.71,2021-12-16,EMP_009724
Ade Adebayo,Ministry of Water Resources,149154,4565045501,First Bank,BIO_73160,92.0,2019-04-05,EMP_009725
Hassan Ahmad,Nigeria Customs Service,183331,4583597532,Access,BIO_22961,93.59,2020-03-01,EMP_009726
Zainab Ibrahim,Ministry of Agriculture,183384,9325580345,First Bank,BIO_72332,97.97,2016-06-23,EMP_009727
Tunde Oyedepo,Federal Roads Maintenance Agency,205924,3960711180,Access,BIO_15031,94.13,2019-02-20,EMP_009728
Amina Yusuf,Ministry of Health,429490,3469989925,Zenith,BIO_45137,97.25,2025-03-18,EMP_009729
Usman Yusuf,Civil Service Commission,208829,7278375665,Access,BIO_13664,86.73,2016-07-31,EMP_009730
Zainab Yusuf,Ministry of Works,384715,8705026764,Zenith,BIO_59668,88.33,2024-01-04,EMP_009731
Bola Adeleke,Ministry of Works,310370,7808560790,UBA,BIO_87518,88.7,2017-06-05,EMP_009732
Zainab Ahmad,Civil Service Commission,328599,3322099504,Zenith,BIO_73181,97.46,2020-03-04,EMP_009733
Ade Williams,Civil Service Commission,295795,3809137008,GTBank,BIO_68273,97.64,2023-04-27,EMP_009734
Adaeze Onyeka,Ministry of Power,492476,4413644330,First Bank,BIO_41582,96.05,2021-03-04,EMP_009735
Tunde Oyedepo,Federal Roads Maintenance Agency,189949,8114337730,GTBank,BIO_58765,87.23,2025-02-04,EMP_009736
Ibrahim Yusuf,Ministry of Power,469344,2839745113,First Bank,BIO_58712,97.01,2017-12-22,EMP_009737
Fatima Suleiman,Ministry of Works,249905,7940428871,First Bank,BIO_25571,97.84,2024-04-12,EMP_009738
Amina Musa,Ministry of Agriculture,392954,7475931186,Zenith,BIO_41568,96.95,2022-10-29,EMP_009739
Femi Adebayo,Ministry of Education,430620,3604732774,Zenith,BIO_88493,87.67,2019-11-14,EMP_009740
Dele Ogunlesi,Ministry of Finance,488642,9546984045,Zenith,BIO_65767,91.67,2025-04-04,EMP_009741
Chiamaka Nwankwo,Ministry of Agriculture,257129,2830364354,GTBank,BIO_64247,86.22,2018-10-29,EMP_009742
Adaeze Onyeka,Ministry of Finance,454017,6946496362,First Bank,BIO_55584,87.15,2018-04-20,EMP_009743
Abubakar Yusuf,Ministry of Finance,385998,8381459190,First Bank,BIO_60014,97.38,2022-08-08,EMP_009744
Chinedu Obiora,Ministry of Health,414009,1281878164,First Bank,BIO_88660,90.39,2023-05-23,EMP_009745
Uchenna Nwankwo,Ministry of Finance,172407,7179324244,Zenith,BIO_21872,95.26,2019-07-31,EMP_009746
Abubakar Musa,Ministry of Health,436397,3674122163,Zenith,BIO_29464,87.81,2023-06-29,EMP_009747
Nnamdi Obiora,Ministry of Power,137952,7256212010,Zenith,BIO_34730,97.13,2025-03-08,EMP_009748
Chioma Onyeka,Ministry of Power,418563,7207001012,Access,BIO_38447,97.93,2020-01-20,EMP_009749
Chukwu Eze,Ministry of Education,267197,1770034866,First Bank,BIO_78623,89.58,2023-12-31,EMP_009750
Okechukwu Eze,Civil Service Commission,457411,4879463069,Access,BIO_19904,91.75,2017-02-19,EMP_009751
Yemi Ogunlesi,Ministry of Finance,202493,6077961272,Zenith,BIO_93288,96.74,2018-11-12,EMP_009752
Zainab Umar,Ministry of Education,353680,8705393589,Zenith,BIO_71347,92.23,2017-02-13,EMP_009753
Yemi Adeleke,Ministry of Water Resources,387750,3045426143,GTBank,BIO_84090,95.84,2019-03-20,EMP_009754
Abubakar Mohammed,Ministry of Health,455940,3692369033,First Bank,BIO_69928,96.63,2024-02-01,EMP_009755
Tayo Oyedepo,Nigeria Customs Service,301666,2807956526,First Bank,BIO_29725,90.22,2018-11-21,EMP_009756
Aisha Musa,Ministry of Works,233509,1615840274,Zenith,BIO_38399,95.69,2025-01-23,EMP_009757
Chioma Eze,Civil Service Commission,448889,8501417738,Zenith,BIO_54789,95.99,2021-01-22,EMP_009758
Kemi Williams,Ministry of Education,259165,3535608504,Access,BIO_86336,94.46,2023-12-11,EMP_009759
Dele Ogunlesi,Ministry of Education,330658,8274208636,Zenith,BIO_21055,87.65,2023-05-08,EMP_009760
Zainab Ibrahim,Ministry of Health,444600,9252116165,GTBank,BIO_88341,97.46,2021-10-13,EMP_009761
Aisha Suleiman,Civil Service Commission,470676,8470665539,Access,BIO_45484,87.92,2022-05-21,EMP_009762
Aisha Mohammed,Federal Roads Maintenance Agency,485103,1635538857,Zenith,BIO_70910,93.68,2017-11-06,EMP_009763
Bola Oyedepo,Ministry of Health,152460,3191837959,UBA,BIO_26452,85.78,2019-09-27,EMP_009764
Dele Adebayo,Ministry of Works,363336,1141532782,Zenith,BIO_64442,90.55,2025-04-09,EMP_009765
Aisha Mohammed,Nigeria Customs Service,95302,2165336597,GTBank,BIO_87966,86.2,2022-02-26,EMP_009766
Hassan Mohammed,Ministry of Finance,478879,6977487390,GTBank,BIO_94201,88.43,2021-12-24,EMP_009767
Yemi Williams,Nigeria Customs Service,430418,7553836493,First Bank,BIO_22001,92.04,2022-05-05,EMP_009768
Tayo Adeyemi,Federal Roads Maintenance Agency,155020,3839271586,First Bank,BIO_30051,85.98,2025-01-20,EMP_009769
Femi Ogunlesi,Nigeria Customs Service,446584,4062900331,Zenith,BIO_95988,97.95,2023-10-17,EMP_009770
Aisha Umar,Nigeria Customs Service,241592,1135406993,Access,BIO_27532,91.44,2017-09-06,EMP_009771
Chioma Nwosu,Civil Service Commission,447496,9893431179,UBA,BIO_10041,87.6,2017-12-24,EMP_009772
Femi Ogunlesi,Ministry of Works,89063,1499375786,Zenith,BIO_18238,89.17,2023-10-26,EMP_009773
Bola Adeleke,Ministry of Finance,324954,7759507026,First Bank,BIO_98486,87.21,2022-06-30,EMP_009774
Zainab Suleiman,Ministry of Works,146148,4474423855,Zenith,BIO_70005,97.05,2019-01-01,EMP_009775
Aisha Ahmad,Ministry of Finance,448417,9159211870,First Bank,BIO_83113,90.12,2020-08-30,EMP_009776
Yemi Williams,Ministry of Finance,421163,2617373514,First Bank,BIO_14355,85.26,2016-09-01,EMP_009777
Kemi Ogunlesi,Ministry of Health,184612,2446381690,UBA,BIO_33743,96.98,2019-04-09,EMP_009778
Adaeze Ani,Ministry of Finance,442653,8737760550,Access,BIO_75931,87.03,2016-08-08,EMP_009779
Kemi Adeyemi,Ministry of Power,120640,2999493734,GTBank,BIO_33410,89.91,2017-01-02,EMP_009780
Yemi Adeyemi,Ministry of Finance,347700,5040977188,UBA,BIO_13915,92.73,2020-01-20,EMP_009781
Usman Mohammed,Ministry of Power,177053,6583336737,Access,BIO_40462,93.18,2021-07-07,EMP_009782
Chukwu Obiora,Ministry of Finance,246854,6508298486,Zenith,BIO_20510,97.41,2018-01-05,EMP_009783
Zainab Yusuf,Federal Roads Maintenance Agency,180628,6909925228,UBA,BIO_83959,93.56,2024-07-22,EMP_009784
Chukwu Ani,Ministry of Finance,323337,3742950870,GTBank,BIO_25147,96.68,2019-01-18,EMP_009785
Tunde Williams,Ministry of Power,290232,4199630970,Zenith,BIO_84814,88.06,2019-11-23,EMP_009786
Chiamaka Nwosu,Civil Service Commission,84091,8321681705,GTBank,BIO_79350,92.87,2022-07-20,EMP_009787
Kemi Ogunlesi,Ministry of Health,439919,2472309548,Access,BIO_65215,87.56,2022-05-03,EMP_009788
Tayo Adebayo,Ministry of Agriculture,440462,4153182889,First Bank,BIO_36887,96.5,2020-04-29,EMP_009789
Chioma Nwankwo,Nigeria Customs Service,199090,9399123907,GTBank,BIO_94773,92.95,2019-05-04,EMP_009790
Nnamdi Nwankwo,Ministry of Agriculture,274418,4477780575,First Bank,BIO_18595,92.98,2024-02-11,EMP_009791
Zainab Musa,Nigeria Customs Service,222868,9819086051,UBA,BIO_73512,87.13,2022-08-03,EMP_009792
Yemi Ogunlesi,Ministry of Agriculture,236428,9610831611,First Bank,BIO_68775,93.02,2019-11-20,EMP_009793
Abubakar Mohammed,Ministry of Power,250089,3141445199,UBA,BIO_51493,89.07,2018-10-27,EMP_009794
Usman Suleiman,Civil Service Commission,370788,9204880827,First Bank,BIO_57132,85.44,2022-02-19,EMP_009795
Bola Adebayo,Ministry of Agriculture,119540,7195036380,Zenith,BIO_48456,95.84,2018-11-27,EMP_009796
Tunde Oyedepo,Ministry of Water Resources,109559,9967821971,GTBank,BIO_86101,87.46,2022-04-08,EMP_009797
Fatima Yusuf,Ministry of Works,341225,3891806102,Zenith,BIO_87179,97.04,2022-07-22,EMP_009798
Nnamdi Nwosu,Ministry of Health,254954,2553712358,GTBank,,99.9,2024-12-29,EMP_009799
Nnamdi Okafor,Federal Roads Maintenance Agency,180238,4563402307,Access,BIO_85823,88.58,2018-02-15,EMP_009800
Zainab Ahmad,Ministry of Works,258125,3352275232,Access,BIO_70481,91.28,2018-07-23,EMP_009801
Amina Yusuf,Ministry of Education,1373970,3824076458,Access,BIO_20856,96.11,2026-02-27,EMP_009802
Okechukwu Onyeka,Ministry of Agriculture,285312,1762675105,UBA,BIO_78531,96.76,2023-01-10,EMP_009803
Kemi Adeleke,Ministry of Finance,137612,9107171252,UBA,BIO_43519,97.67,2020-06-27,EMP_009804
Kemi Adeleke,Ministry of Water Resources,337634,9615024759,Zenith,BIO_30698,86.58,2017-10-18,EMP_009805
Dele Adeleke,Ministry of Finance,90451,5495217342,UBA,BIO_86095,86.61,2016-10-29,EMP_009806
Chukwu Ani,Ministry of Power,115562,6288110882,GTBank,BIO_70649,85.84,2023-12-03,EMP_009807
Ibrahim Umar,Nigeria Customs Service,140488,4141076869,UBA,BIO_97420,86.36,2022-10-10,EMP_009808
Femi Adebayo,Federal Roads Maintenance Agency,80024,8751052524,Zenith,BIO_64644,98.89,2016-09-29,EMP_009809
Tayo Williams,Federal Roads Maintenance Agency,334076,5937713426,UBA,BIO_57683,86.02,2023-07-30,EMP_009810
Okechukwu Ani,Civil Service Commission,464861,9474634290,GTBank,,99.9,2025-12-10,EMP_009811
Zainab Mohammed,Federal Roads Maintenance Agency,239716,7463760285,UBA,BIO_91971,86.14,2024-04-29,EMP_009812
Kemi Adeleke,Ministry of Agriculture,443589,7036272859,GTBank,BIO_23444,87.3,2016-07-19,EMP_009813
Bola Adeleke,Ministry of Agriculture,166239,5321344522,Zenith,BIO_43710,93.88,2020-11-15,EMP_009814
Chioma Nwosu,Federal Roads Maintenance Agency,348814,1765923333,Access,BIO_91107,91.21,2016-05-16,EMP_009815
Amina Suleiman,Ministry of Finance,265947,2873316029,Access,BIO_16841,96.09,2019-08-23,EMP_009816
Zainab Musa,Ministry of Finance,102171,8428021414,UBA,BIO_61254,95.21,2024-01-28,EMP_009817
Fatima Yusuf,Ministry of Health,484929,8249236089,UBA,BIO_72334,91.29,2016-09-27,EMP_009818
Aisha Ibrahim,Federal Roads Maintenance Agency,412414,6711482345,GTBank,BIO_57287,88.95,2021-09-05,EMP_009819
Chinedu Nwosu,Ministry of Water Resources,275301,7021690344,Zenith,,99.9,2024-09-11,EMP_009820
Yemi Ogunlesi,Nigeria Customs Service,341400,7086671651,GTBank,BIO_70142,94.2,2022-07-23,EMP_009821
Yemi Williams,Civil Service Commission,301746,3912091577,GTBank,BIO_30976,85.73,2017-08-26,EMP_009822
Uchenna Okafor,Civil Service Commission,477598,2858250061,Zenith,BIO_74749,96.78,2022-02-18,EMP_009823
Chioma Okafor,Federal Roads Maintenance Agency,112745,9887092633,First Bank,BIO_45541,94.51,2022-02-03,EMP_009824
Chukwu Eze,Ministry of Water Resources,216866,1188343691,Access,BIO_23554,92.76,2017-08-26,EMP_009825
Chioma Nwankwo,Ministry of Agriculture,249802,9139971080,UBA,BIO_32011,96.43,2020-02-03,EMP_009826
Chioma Eze,Nigeria Customs Service,356201,5844918296,First Bank,BIO_43580,96.52,2022-09-15,EMP_009827
Amina Suleiman,Ministry of Works,327204,1854670211,UBA,BIO_12441,96.54,2019-09-01,EMP_009828
Adaeze Eze,Ministry of Health,329058,3910703761,UBA,BIO_50816,97.76,2022-02-26,EMP_009829
Ade Adebayo,Ministry of Education,204741,8407021540,Access,BIO_73863,86.01,2022-08-18,EMP_009830
Fatima Suleiman,Ministry of Education,271081,3880714421,GTBank,BIO_31927,87.17,2019-08-04,EMP_009831
Nnamdi Onyeka,Nigeria Customs Service,167835,5586598334,First Bank,BIO_35253,92.54,2017-11-18,EMP_009832
Bola Ogunlesi,Ministry of Agriculture,272428,7659290430,Access,BIO_89001,97.81,2017-10-01,EMP_009833
Aisha Suleiman,Federal Roads Maintenance Agency,448310,7735000434,Access,BIO_88964,88.44,2021-04-27,EMP_009834
Femi Adeyemi,Civil Service Commission,139855,8417960457,Zenith,BIO_17099,85.56,2021-03-01,EMP_009835
Zainab Suleiman,Ministry of Water Resources,481760,8180689775,Zenith,BIO_42498,95.94,2023-04-06,EMP_009836
Chiamaka Okonkwo,Ministry of Health,408827,4332853893,GTBank,BIO_77607,93.61,2018-09-16,EMP_009837
Chiamaka Nwankwo,Nigeria Customs Service,175896,6904461978,Access,BIO_46129,97.04,2020-09-01,EMP_009838
Chukwu Eze,Ministry of Power,484220,8480578346,Access,BIO_97585,89.87,2021-11-08,EMP_009839
Chiamaka Onyeka,Federal Roads Maintenance Agency,265892,9839632845,UBA,BIO_95668,97.11,2018-03-10,EMP_009840
Uchenna Nwosu,Ministry of Agriculture,412925,7226206249,UBA,BIO_90905,87.61,2020-01-27,EMP_009841
Zainab Umar,Nigeria Customs Service,103939,4653364978,First Bank,BIO_57761,86.53,2024-10-04,EMP_009842
Zainab Suleiman,Ministry of Health,271992,8363399282,UBA,BIO_66953,96.07,2023-04-29,EMP_009843
Uchenna Nwosu,Ministry of Education,141568,3929616532,GTBank,BIO_78108,91.9,2016-06-20,EMP_009844
Chukwu Okonkwo,Federal Roads Maintenance Agency,297703,2489659060,GTBank,BIO_90534,97.16,2023-11-20,EMP_009845
Chioma Ani,Ministry of Works,129115,1203101552,First Bank,BIO_96133,91.61,2018-04-01,EMP_009846
Chinedu Okonkwo,Nigeria Customs Service,479502,9631904877,GTBank,BIO_70307,94.36,2022-09-12,EMP_009847
Bola Oyedepo,Ministry of Water Resources,405092,8066316186,Access,BIO_89598,93.31,2016-08-31,EMP_009848
Okechukwu Obiora,Federal Roads Maintenance Agency,338310,5066531067,Access,BIO_61525,97.73,2017-03-18,EMP_009849
Tunde Adebayo,Nigeria Customs Service,283200,5865118030,Zenith,BIO_70114,97.81,2021-12-11,EMP_009850
Fatima Musa,Federal Roads Maintenance Agency,394909,5388950723,GTBank,BIO_12228,92.63,2016-11-11,EMP_009851
Chioma Nwosu,Ministry of Power,287336,3593657804,GTBank,BIO_90787,92.46,2023-01-14,EMP_009852
Usman Yusuf,Ministry of Agriculture,248613,6528624736,GTBank,BIO_15948,92.61,2021-07-01,EMP_009853
Dele Williams,Ministry of Water Resources,111725,9718082122,GTBank,BIO_10284,98.77,2021-05-05,EMP_009854
Chukwu Eze,Ministry of Health,1302070,7125638000,Zenith,BIO_71681,95.39,2026-04-04,EMP_009855
Tunde Oyedepo,Federal Roads Maintenance Agency,284539,2532863419,Zenith,BIO_98695,85.28,2021-12-23,EMP_009856
Hassan Suleiman,Ministry of Water Resources,136380,5759708467,GTBank,BIO_86770,90.78,2021-10-27,EMP_009857
Yemi Adeyemi,Nigeria Customs Service,204623,1710010370,Zenith,BIO_43533,95.52,2024-12-09,EMP_009858
Kemi Adeleke,Ministry of Education,300924,4226575047,UBA,BIO_95243,88.5,2019-06-13,EMP_009859
Nnamdi Nwankwo,Ministry of Agriculture,477990,8712934744,Zenith,BIO_25971,87.48,2021-04-30,EMP_009860
Amina Ibrahim,Ministry of Works,178016,9324967887,GTBank,BIO_29516,87.56,2018-11-09,EMP_009861
Tayo Adeyemi,Ministry of Power,371447,1464874373,Zenith,BIO_15486,96.64,2019-12-17,EMP_009862
Bola Williams,Federal Roads Maintenance Agency,254690,8732177392,GTBank,BIO_19205,97.15,2017-08-16,EMP_009863
Yemi Oyedepo,Ministry of Finance,171318,4854573618,GTBank,BIO_61053,90.13,2019-01-01,EMP_009864
Ibrahim Ahmad,Federal Roads Maintenance Agency,169957,2466786623,UBA,BIO_83361,88.05,2020-03-11,EMP_009865
Fatima Musa,Civil Service Commission,93598,9813993076,UBA,BIO_97526,86.99,2020-04-30,EMP_009866
Uchenna Nwosu,Ministry of Finance,186452,7607420525,Access,BIO_62714,95.68,2021-05-24,EMP_009867
Chiamaka Ani,Ministry of Agriculture,318146,8163493307,First Bank,BIO_53045,95.95,2022-08-07,EMP_009868
Bola Williams,Ministry of Works,116200,4558035796,Access,BIO_55153,89.51,2020-08-12,EMP_009869
Yemi Ogunlesi,Federal Roads Maintenance Agency,412237,4073938198,Zenith,BIO_50030,88.97,2024-09-12,EMP_009870
Nnamdi Nwankwo,Ministry of Health,450994,8249237069,First Bank,BIO_24315,88.11,2021-05-03,EMP_009871
Zainab Umar,Ministry of Works,479382,8810106237,Access,BIO_69768,88.62,2019-12-05,EMP_009872
Hassan Yusuf,Ministry of Water Resources,353469,9982088691,GTBank,,99.9,2024-07-29,EMP_009873
Adaeze Onyeka,Ministry of Water Resources,423906,2795058984,GTBank,BIO_56301,96.74,2022-09-16,EMP_009874
Chioma Nwankwo,Ministry of Agriculture,267744,7995423966,Access,BIO_38790,85.65,2019-05-23,EMP_009875
Usman Yusuf,Ministry of Finance,276645,7449653073,UBA,BIO_76525,87.8,2025-03-11,EMP_009876
Chioma Okonkwo,Ministry of Agriculture,87631,9282446907,First Bank,BIO_83622,85.5,2019-12-04,EMP_009877
Tayo Adebayo,Nigeria Customs Service,340287,6035765767,First Bank,BIO_83741,90.15,2022-12-05,EMP_009878
Amina Musa,Federal Roads Maintenance Agency,397921,5103206258,Zenith,BIO_58777,91.86,2018-04-09,EMP_009879
Chinedu Okonkwo,Nigeria Customs Service,312475,2120927945,UBA,BIO_38030,87.02,2018-05-12,EMP_009880
Amina Umar,Ministry of Agriculture,116979,2873509745,Access,BIO_82255,85.06,2024-04-14,EMP_009881
Abubakar Mohammed,Ministry of Works,438810,5526633844,UBA,BIO_56811,98.43,2019-07-01,EMP_009882
Nnamdi Nwosu,Ministry of Water Resources,487853,7844014254,UBA,BIO_36480,87.82,2023-10-19,EMP_009883
Chukwu Nwankwo,Ministry of Power,322634,7759201403,GTBank,BIO_15480,91.34,2023-08-13,EMP_009884
Ibrahim Mohammed,Ministry of Power,381966,3304881628,Access,BIO_31640,91.36,2018-01-07,EMP_009885
Uchenna Onyeka,Ministry of Health,192362,2983692333,First Bank,BIO_61842,94.56,2025-04-09,EMP_009886
Amina Ahmad,Ministry of Health,89791,6247849783,GTBank,BIO_18353,89.92,2018-12-31,EMP_009887
Tunde Ogunlesi,Ministry of Agriculture,498440,4931687992,First Bank,BIO_93209,97.11,2025-03-31,EMP_009888
